Row ID,State,Category,Sub-Category,Sales,Quantity,Profit
5475,Nebraska,Office Supplies,Storage,750.68,2,37.534
5476,Minnesota,Office Supplies,Labels,44.4,3,22.2
5477,Minnesota,Office Supplies,Storage,84.55,5,22.8285
5478,Minnesota,Office Supplies,Paper,17.94,3,8.7906
5479,Delaware,Office Supplies,Binders,128.4,3,62.916
5480,Florida,Office Supplies,Binders,1.869,1,-1.3083
5481,California,Technology,Phones,103.192,1,11.6091
5482,California,Technology,Accessories,36,2,6.48
5483,California,Technology,Accessories,239.96,4,115.1808
5484,California,Office Supplies,Storage,40.68,2,0.4068
5485,Florida,Furniture,Chairs,419.136,4,-68.1096
5486,Florida,Office Supplies,Envelopes,23.472,3,7.6284
5487,Texas,Office Supplies,Binders,3.592,4,-6.286
5488,Florida,Technology,Phones,23.976,3,-5.6943
5489,Florida,Office Supplies,Labels,6.264,3,2.0358
5490,Florida,Office Supplies,Appliances,20.808,3,1.8207
5491,Florida,Furniture,Chairs,218.352,3,-19.1058
5492,Texas,Office Supplies,Storage,18.16,2,1.816
5493,California,Office Supplies,Supplies,7.36,2,0.1472
5494,California,Office Supplies,Labels,41.4,4,19.872
5495,California,Furniture,Bookcases,411.332,4,-4.8392
5496,Pennsylvania,Office Supplies,Binders,7.656,4,-6.1248
5497,Ohio,Technology,Accessories,63.92,2,19.176
5498,New York,Office Supplies,Art,6.56,2,1.9024
5499,New York,Office Supplies,Labels,7.83,3,3.6018
5500,New York,Technology,Accessories,41.9,2,8.799
5501,New York,Furniture,Chairs,664.146,6,88.5528
5502,New York,Office Supplies,Paper,8.96,2,4.3904
5503,Pennsylvania,Furniture,Furnishings,3.312,1,0.6624
5504,Pennsylvania,Office Supplies,Appliances,20.136,3,1.2585
5505,Pennsylvania,Office Supplies,Envelopes,8.856,3,2.8782
5506,Pennsylvania,Technology,Phones,859.2,4,-186.16
5507,California,Office Supplies,Paper,61.96,2,27.882
5508,Georgia,Office Supplies,Envelopes,17.92,4,8.6016
5509,California,Furniture,Furnishings,145.9,5,62.737
5510,Illinois,Office Supplies,Paper,56.704,2,19.1376
5511,Illinois,Technology,Phones,11.12,2,3.475
5512,Oregon,Office Supplies,Paper,32.896,4,11.1024
5513,Oregon,Office Supplies,Paper,22.776,3,7.6869
5514,New York,Technology,Phones,239.97,3,2.3997
5515,New York,Office Supplies,Appliances,160.32,2,44.8896
5516,New York,Technology,Phones,128.85,3,3.8655
5517,Alabama,Technology,Accessories,1319.96,4,527.984
5518,Pennsylvania,Furniture,Chairs,239.96,10,-10.284
5519,Pennsylvania,Furniture,Furnishings,54.768,2,6.846
5520,Pennsylvania,Office Supplies,Art,13.392,3,3.1806
5521,Pennsylvania,Office Supplies,Paper,23.92,5,8.671
5522,Pennsylvania,Technology,Accessories,255.968,4,-28.7964
5523,California,Office Supplies,Binders,21.552,6,7.0044
5524,California,Office Supplies,Appliances,58.24,4,15.7248
5525,California,Office Supplies,Paper,80.28,12,36.9288
5526,California,Office Supplies,Art,9.78,2,4.0098
5527,California,Office Supplies,Fasteners,1.81,1,0.6516
5528,New York,Office Supplies,Paper,37.94,2,18.2112
5529,Florida,Technology,Phones,79.96,5,27.986
5530,Texas,Office Supplies,Paper,115.296,3,40.3536
5531,Nebraska,Technology,Phones,2479.96,4,743.988
5532,Arkansas,Technology,Accessories,179.94,6,75.5748
5533,Arkansas,Technology,Accessories,26.85,3,5.1015
5534,Arkansas,Technology,Accessories,323.37,3,129.348
5535,Arkansas,Office Supplies,Paper,59.94,3,28.1718
5536,Arkansas,Office Supplies,Binders,64.14,3,30.7872
5537,Arkansas,Office Supplies,Binders,11.67,3,5.6016
5538,Arkansas,Office Supplies,Paper,12.96,2,6.2208
5539,Nebraska,Office Supplies,Binders,17.43,3,8.0178
5540,Illinois,Furniture,Chairs,181.986,2,-54.5958
5541,Illinois,Office Supplies,Binders,1.592,2,-2.6268
5542,Illinois,Office Supplies,Supplies,22.344,3,2.5137
5543,Arizona,Furniture,Tables,455.97,6,-218.8656
5544,Arizona,Office Supplies,Binders,10.44,6,-7.656
5545,Arizona,Office Supplies,Binders,5.214,2,-4.1712
5546,New Hampshire,Office Supplies,Storage,67.4,5,17.524
5547,Utah,Furniture,Furnishings,25.16,2,10.5672
5548,Utah,Technology,Phones,126.56,4,47.46
5549,California,Office Supplies,Appliances,43.68,3,11.7936
5550,California,Technology,Accessories,139.93,7,34.9825
5551,Texas,Office Supplies,Art,2.672,1,0.334
5552,Texas,Office Supplies,Supplies,16.656,6,-3.123
5553,Texas,Technology,Accessories,79.512,3,20.8719
5554,Texas,Office Supplies,Paper,36.288,7,12.7008
5555,Texas,Furniture,Bookcases,67.9932,1,-12.9987
5556,Alabama,Furniture,Furnishings,10.16,2,3.4544
5557,Mississippi,Furniture,Furnishings,6.16,2,1.9712
5558,Mississippi,Office Supplies,Art,56.3,2,15.764
5559,Nevada,Office Supplies,Paper,6.48,1,3.1104
5560,Nevada,Office Supplies,Storage,1325.85,5,238.653
5561,Nevada,Office Supplies,Labels,14.94,3,6.8724
5562,Georgia,Office Supplies,Binders,34.54,1,17.27
5563,Georgia,Technology,Copiers,2999.95,5,1439.976
5564,Georgia,Office Supplies,Binders,64.12,4,30.7776
5565,Illinois,Office Supplies,Art,19.456,4,2.1888
5566,Illinois,Technology,Machines,209.986,2,8.9994
5567,Illinois,Office Supplies,Art,29.76,5,1.86
5568,Illinois,Furniture,Chairs,89.768,1,-2.5648
5569,Illinois,Technology,Copiers,959.984,2,335.9944
5570,Illinois,Office Supplies,Paper,15.552,3,5.6376
5571,Illinois,Technology,Phones,34.36,1,-7.3015
5572,Ohio,Office Supplies,Paper,98.376,3,35.6613
5573,Ohio,Office Supplies,Binders,29.94,4,-23.952
5574,Ohio,Office Supplies,Paper,17.472,3,5.6784
5575,Ohio,Technology,Phones,36.738,1,-9.1845
5576,Ohio,Technology,Phones,179.94,2,-44.985
5577,California,Furniture,Furnishings,383.64,6,122.7648
5578,California,Office Supplies,Appliances,56.52,3,15.8256
5579,California,Office Supplies,Art,6.56,2,1.9024
5580,California,Furniture,Chairs,243.92,5,-15.245
5581,California,Office Supplies,Paper,47.52,9,22.8096
5582,Maryland,Furniture,Furnishings,19.98,1,8.5914
5583,New York,Office Supplies,Art,8,5,3.44
5584,California,Furniture,Furnishings,6.16,2,1.9712
5585,New York,Office Supplies,Storage,83.56,4,1.6712
5586,New York,Technology,Phones,546.06,3,163.818
5587,New York,Office Supplies,Storage,269.49,3,5.3898
5588,California,Office Supplies,Fasteners,10.9,5,3.597
5589,Montana,Office Supplies,Binders,6.096,2,2.2098
5590,California,Office Supplies,Storage,34.05,3,9.534
5591,California,Office Supplies,Storage,352.38,2,81.0474
5592,New Jersey,Furniture,Chairs,245.98,2,27.0578
5593,New Jersey,Office Supplies,Binders,18.94,1,9.47
5594,Ohio,Office Supplies,Binders,59.913,7,-45.9333
5595,Massachusetts,Technology,Phones,391.98,2,109.7544
5596,Massachusetts,Technology,Phones,437.85,3,131.355
5597,New Hampshire,Office Supplies,Binders,68.62,2,32.2514
5598,Maryland,Office Supplies,Supplies,25.02,3,6.5052
5599,Maryland,Office Supplies,Art,10.71,3,2.7846
5600,Ohio,Office Supplies,Art,55.984,2,4.1988
5601,Ohio,Office Supplies,Envelopes,14.48,5,4.887
5602,Ohio,Technology,Accessories,142.488,3,-3.5622
5603,Texas,Office Supplies,Storage,14.16,1,1.062
5604,Texas,Office Supplies,Paper,79.92,5,27.972
5605,New York,Office Supplies,Binders,590.352,6,206.6232
5606,North Carolina,Furniture,Furnishings,17.088,2,1.068
5607,North Carolina,Furniture,Chairs,98.392,1,-11.0691
5608,New York,Office Supplies,Art,11.05,5,2.9835
5609,California,Office Supplies,Appliances,7.78,2,2.0228
5610,Louisiana,Technology,Accessories,659.9,2,217.767
5611,Ohio,Technology,Accessories,53.04,3,-4.641
5612,Washington,Technology,Accessories,843.9,2,371.316
5613,Washington,Technology,Accessories,1496.16,9,224.424
5614,New York,Office Supplies,Storage,117.96,2,5.898
5615,New York,Office Supplies,Art,21.3,5,8.733
5616,New York,Office Supplies,Appliances,1040.8,5,281.016
5617,New York,Office Supplies,Art,29.34,6,7.9218
5618,Tennessee,Furniture,Furnishings,19.52,2,5.368
5619,California,Office Supplies,Storage,443.92,4,8.8784
5620,Wisconsin,Technology,Accessories,499.95,5,174.9825
5621,Wisconsin,Office Supplies,Art,3.04,1,1.0336
5622,Wisconsin,Furniture,Chairs,201.96,2,50.49
5623,Wisconsin,Furniture,Furnishings,68.64,11,17.16
5624,California,Technology,Accessories,100,4,21
5625,California,Technology,Accessories,359.98,2,21.5988
5626,Washington,Furniture,Furnishings,6.16,2,2.9568
5627,Washington,Furniture,Tables,2348.82,9,399.2994
5628,Florida,Office Supplies,Labels,13.872,6,4.6818
5629,Florida,Furniture,Chairs,273.552,3,-13.6776
5630,Pennsylvania,Furniture,Tables,815.292,9,-339.705
5631,Virginia,Technology,Accessories,234.45,3,103.158
5632,Virginia,Furniture,Tables,1256.22,6,75.3732
5633,Virginia,Office Supplies,Binders,17.46,2,8.2062
5634,New York,Office Supplies,Binders,10.528,7,3.6848
5635,Michigan,Office Supplies,Binders,152.8,5,76.4
5636,California,Office Supplies,Binders,82.56,5,28.896
5637,California,Technology,Accessories,284.97,3,85.491
5638,Michigan,Furniture,Furnishings,60.84,3,23.1192
5639,California,Furniture,Chairs,1325.76,6,149.148
5640,California,Furniture,Chairs,572.16,3,35.76
5641,Ohio,Office Supplies,Paper,28.8,9,10.08
5642,Connecticut,Office Supplies,Art,11.12,4,2.8912
5643,Georgia,Furniture,Furnishings,7.04,4,3.0976
5644,Georgia,Office Supplies,Envelopes,17.94,3,8.7906
5645,Washington,Office Supplies,Binders,34.76,5,11.297
5646,New Jersey,Furniture,Furnishings,74.45,5,20.1015
5647,Virginia,Furniture,Furnishings,192.22,14,69.1992
5648,Utah,Office Supplies,Paper,19.44,3,9.3312
5649,California,Office Supplies,Paper,32.4,5,15.552
5650,California,Office Supplies,Envelopes,57.9,5,28.95
5651,California,Office Supplies,Storage,10.56,2,0
5652,California,Furniture,Bookcases,1194.165,5,210.735
5653,New York,Office Supplies,Paper,40.99,1,20.0851
5654,California,Office Supplies,Art,2.94,1,0.7938
5655,Oregon,Office Supplies,Binders,45.24,4,-30.16
5656,Oregon,Office Supplies,Art,18.688,4,2.336
5657,Oregon,Office Supplies,Paper,11.648,2,3.7856
5658,Oregon,Technology,Accessories,112.776,3,-8.4582
5659,Oregon,Furniture,Tables,377.45,5,-264.215
5660,Oregon,Office Supplies,Labels,15.936,4,5.1792
5661,Oregon,Technology,Phones,28.68,3,-7.17
5662,Colorado,Furniture,Furnishings,21.44,2,7.504
5663,Colorado,Office Supplies,Storage,511.056,9,-95.823
5664,Ohio,Office Supplies,Art,18.656,2,1.3992
5665,Ohio,Office Supplies,Binders,11.088,7,-8.1312
5666,Ohio,Office Supplies,Storage,66.688,1,4.168
5667,Ohio,Office Supplies,Storage,99.488,2,8.7052
5668,Washington,Office Supplies,Labels,14.62,2,6.8714
5669,Washington,Office Supplies,Binders,53.984,14,17.5448
5670,Washington,Technology,Accessories,389.97,3,132.5898
5671,Idaho,Furniture,Furnishings,355.36,4,92.3936
5672,Idaho,Technology,Phones,140.376,3,8.7735
5673,Texas,Office Supplies,Envelopes,15.84,2,5.544
5674,Texas,Office Supplies,Paper,8.448,2,2.64
5675,Washington,Office Supplies,Paper,12.96,2,6.2208
5676,Washington,Technology,Phones,57.408,6,5.7408
5677,Washington,Technology,Accessories,27.6,4,2.208
5678,Illinois,Furniture,Furnishings,38.976,3,-50.6688
5679,Michigan,Office Supplies,Fasteners,20.44,7,9.198
5680,Michigan,Office Supplies,Paper,109.92,2,53.8608
5681,Oklahoma,Office Supplies,Binders,6.38,1,2.9348
5682,Oklahoma,Office Supplies,Paper,6.48,1,3.1104
5683,Georgia,Office Supplies,Paper,15.84,3,7.128
5684,Georgia,Technology,Phones,1049.93,7,293.9804
5685,Georgia,Office Supplies,Appliances,154.9,5,40.274
5686,Washington,Office Supplies,Binders,98.352,3,35.6526
5687,Florida,Office Supplies,Fasteners,14.32,5,5.191
5688,Florida,Furniture,Furnishings,129.888,6,12.9888
5689,Florida,Office Supplies,Envelopes,48.944,7,16.5186
5690,Texas,Furniture,Chairs,275.058,3,-90.3762
5691,Maryland,Office Supplies,Art,27.36,9,9.3024
5692,Maryland,Office Supplies,Paper,44.75,5,20.585
5693,Maryland,Technology,Phones,134.99,1,36.4473
5694,Maryland,Office Supplies,Paper,26.4,5,12.672
5695,Maryland,Furniture,Chairs,542.94,3,141.1644
5696,California,Furniture,Tables,71.088,2,-1.7772
5697,Illinois,Office Supplies,Binders,27.396,9,-42.4638
5698,Illinois,Office Supplies,Binders,13.456,1,-23.548
5699,Texas,Office Supplies,Labels,11.84,1,4.44
5700,California,Office Supplies,Paper,35.88,6,17.5812
5701,Ohio,Office Supplies,Envelopes,40.752,3,15.282
5702,Ohio,Technology,Accessories,139.96,5,-22.7435
5703,Ohio,Office Supplies,Art,2.624,1,0.2952
5704,Ohio,Furniture,Tables,136.53,1,-52.3365
5705,Ohio,Technology,Accessories,263.96,1,42.8935
5706,Connecticut,Office Supplies,Supplies,11.64,3,3.3756
5707,New York,Office Supplies,Binders,40.176,3,14.5638
5708,New York,Furniture,Furnishings,79.44,3,30.1872
5709,New York,Office Supplies,Supplies,357.93,3,7.1586
5710,New York,Furniture,Chairs,127.764,2,21.294
5711,New York,Technology,Copiers,2799.944,7,1014.9797
5712,New York,Office Supplies,Paper,19.44,3,9.3312
5713,Illinois,Technology,Phones,36.792,1,4.1391
5714,New York,Technology,Phones,5.94,3,1.6038
5715,Virginia,Office Supplies,Storage,177.55,5,47.9385
5716,Michigan,Technology,Accessories,619.95,5,111.591
5717,Michigan,Technology,Phones,29.16,3,8.4564
5718,Michigan,Office Supplies,Envelopes,57.96,7,27.2412
5719,Michigan,Office Supplies,Appliances,29.403,3,5.2272
5720,Indiana,Office Supplies,Storage,81.4,5,21.164
5721,Oregon,Office Supplies,Fasteners,8.72,5,2.289
5722,Oregon,Technology,Accessories,91.176,3,4.5588
5723,Oregon,Technology,Accessories,159.968,4,29.994
5724,California,Office Supplies,Paper,12.96,2,6.2208
5725,Illinois,Office Supplies,Storage,331.536,3,-82.884
5726,New York,Technology,Accessories,899.91,9,395.9604
5727,Texas,Technology,Phones,946.344,7,118.293
5728,Wisconsin,Technology,Accessories,178.11,3,32.0598
5729,Wisconsin,Office Supplies,Appliances,1089.75,3,305.13
5730,Wisconsin,Office Supplies,Labels,61.06,2,28.0876
5731,Wisconsin,Furniture,Bookcases,459.92,4,41.3928
5732,Wisconsin,Office Supplies,Paper,27.52,4,12.6592
5733,Connecticut,Furniture,Bookcases,638.82,9,185.2578
5734,Connecticut,Office Supplies,Supplies,30.69,3,7.9794
5735,Connecticut,Furniture,Furnishings,25.16,2,8.5544
5736,New York,Office Supplies,Binders,13.92,3,4.872
5737,California,Office Supplies,Paper,19.36,2,9.2928
5738,California,Furniture,Furnishings,19.3,2,5.79
5739,California,Office Supplies,Binders,38.376,3,13.4316
5740,California,Office Supplies,Paper,12.96,2,6.3504
5741,California,Furniture,Furnishings,26.48,1,10.0624
5742,California,Technology,Machines,532.72,2,53.272
5743,California,Office Supplies,Paper,26.72,4,12.8256
5744,California,Office Supplies,Paper,20.04,3,9.6192
5745,California,Office Supplies,Storage,795.48,7,7.9548
5746,California,Furniture,Furnishings,21.56,7,6.8992
5747,North Carolina,Technology,Phones,249.584,2,31.198
5748,North Carolina,Technology,Accessories,68.112,3,17.8794
5749,North Carolina,Technology,Accessories,16.56,3,-2.484
5750,New York,Technology,Phones,74.95,5,36.7255
5751,Illinois,Furniture,Tables,355.455,3,-184.8366
5752,California,Office Supplies,Labels,44.4,3,22.2
5753,California,Office Supplies,Labels,20.65,5,9.499
5754,Kentucky,Furniture,Chairs,866.4,4,225.264
5755,Virginia,Office Supplies,Art,5.56,2,1.4456
5756,Texas,Office Supplies,Appliances,3.16,4,-8.532
5757,Texas,Technology,Copiers,1999.96,5,624.9875
5758,North Carolina,Furniture,Furnishings,46.152,3,12.1149
5759,Florida,Technology,Machines,32.985,3,-1.9791
5760,California,Office Supplies,Storage,481.32,4,125.1432
5761,California,Office Supplies,Binders,6.384,1,2.1546
5762,California,Office Supplies,Appliances,542.94,3,152.0232
5763,California,Furniture,Furnishings,54.92,4,19.7712
5764,New York,Furniture,Chairs,1448.82,10,209.274
5765,Washington,Office Supplies,Storage,353.88,6,17.694
5766,California,Technology,Phones,333.576,3,25.0182
5767,Texas,Office Supplies,Labels,60.144,6,20.2986
5768,Texas,Technology,Accessories,85.2,6,20.235
5769,Massachusetts,Office Supplies,Labels,3.15,1,1.512
5770,Massachusetts,Office Supplies,Paper,22.72,4,10.224
5771,California,Furniture,Furnishings,14.91,3,4.6221
5772,California,Office Supplies,Appliances,1158.12,4,335.8548
5773,Missouri,Technology,Copiers,599.99,1,233.9961
5774,Texas,Office Supplies,Storage,23.968,2,2.3968
5775,California,Furniture,Chairs,638.288,7,-31.9144
5776,California,Office Supplies,Binders,13.208,1,4.6228
5777,New York,Office Supplies,Binders,15.528,3,5.823
5778,California,Office Supplies,Paper,104.85,1,50.328
5779,California,Office Supplies,Art,30.48,3,7.9248
5780,California,Furniture,Chairs,112.648,1,11.2648
5781,California,Technology,Machines,71.976,3,24.2919
5782,California,Office Supplies,Art,2.21,1,0.5967
5783,California,Office Supplies,Envelopes,15.52,4,7.4496
5784,California,Office Supplies,Paper,36.44,4,16.398
5785,Oregon,Furniture,Bookcases,217.764,6,-384.7164
5786,Oregon,Office Supplies,Supplies,39.072,6,4.3956
5787,Oregon,Office Supplies,Binders,22.638,7,-16.6012
5788,Oregon,Office Supplies,Art,95.144,7,10.7037
5789,Florida,Furniture,Furnishings,12.32,5,1.848
5790,Florida,Office Supplies,Binders,4.419,3,-3.0933
5791,California,Office Supplies,Fasteners,35,7,16.8
5792,California,Furniture,Chairs,72.784,1,0
5793,California,Office Supplies,Appliances,97.84,2,25.4384
5794,California,Furniture,Furnishings,51.75,1,15.525
5795,California,Office Supplies,Binders,46.672,2,16.3352
5796,New York,Office Supplies,Storage,1395.54,9,362.8404
5797,New York,Furniture,Furnishings,117.36,4,36.3816
5798,New York,Office Supplies,Labels,18.9,3,8.694
5799,New York,Office Supplies,Paper,77.52,2,37.9848
5800,Illinois,Furniture,Chairs,421.372,2,-6.0196
5801,Texas,Technology,Phones,575.968,4,43.1976
5802,Texas,Office Supplies,Paper,10.368,2,3.6288
5803,California,Technology,Phones,15.984,2,1.1988
5804,Ohio,Office Supplies,Art,10.272,3,1.1556
5805,Texas,Office Supplies,Storage,61.792,4,6.1792
5806,Texas,Furniture,Bookcases,205.9992,3,-27.2646
5807,Tennessee,Office Supplies,Paper,12.192,3,4.1148
5808,Tennessee,Office Supplies,Appliances,87.168,2,8.7168
5809,Tennessee,Office Supplies,Art,31.744,2,8.3328
5810,Tennessee,Furniture,Furnishings,132.224,4,-18.1808
5811,California,Office Supplies,Paper,105.52,4,48.5392
5812,California,Furniture,Furnishings,91.96,2,15.6332
5813,California,Technology,Phones,1487.976,3,185.997
5814,New York,Office Supplies,Paper,19.44,3,9.3312
5815,Florida,Technology,Accessories,11.672,1,-0.7295
5816,New York,Technology,Phones,279.96,4,78.3888
5817,New York,Office Supplies,Binders,12.912,3,4.6806
5818,New York,Office Supplies,Binders,17.088,4,5.7672
5819,New York,Office Supplies,Labels,93.15,9,44.712
5820,New York,Office Supplies,Labels,11.52,4,5.6448
5821,California,Office Supplies,Supplies,238.62,2,4.7724
5822,California,Office Supplies,Appliances,7.77,1,2.0979
5823,California,Furniture,Tables,285.48,5,-10.7055
5824,California,Office Supplies,Binders,19.168,4,6.4692
5825,Ohio,Office Supplies,Appliances,26.136,3,1.9602
5826,New York,Office Supplies,Paper,419.4,4,201.312
5827,New York,Furniture,Chairs,90.801,1,14.1246
5828,New York,Furniture,Chairs,181.764,2,-8.0784
5829,New York,Office Supplies,Art,5.56,2,2.224
5830,Indiana,Furniture,Tables,581.96,2,104.7528
5831,Indiana,Furniture,Chairs,29.98,1,8.0946
5832,California,Technology,Accessories,519.96,4,176.7864
5833,North Carolina,Office Supplies,Labels,6.264,3,2.0358
5834,North Carolina,Furniture,Chairs,363.92,5,0
5835,Florida,Office Supplies,Binders,64.2,5,-42.8
5836,Florida,Office Supplies,Binders,38.52,3,-26.964
5837,Florida,Technology,Accessories,72.6,5,-8.1675
5838,California,Technology,Phones,57.568,4,5.7568
5839,Washington,Office Supplies,Storage,83.7,5,3.348
5840,Virginia,Office Supplies,Paper,32.4,5,15.552
5841,Virginia,Furniture,Furnishings,47.98,2,11.0354
5842,California,Technology,Phones,415.968,4,51.996
5843,California,Office Supplies,Storage,304.9,5,6.098
5844,California,Furniture,Furnishings,80.96,4,29.1456
5845,California,Office Supplies,Storage,777.21,7,54.4047
5846,California,Office Supplies,Paper,32.4,5,15.552
5847,California,Furniture,Chairs,225.568,2,2.8196
5848,California,Furniture,Furnishings,36.6,3,15.372
5849,Minnesota,Office Supplies,Appliances,715.64,2,178.91
5850,Minnesota,Office Supplies,Storage,795.51,3,143.1918
5851,Minnesota,Technology,Copiers,549.99,1,274.995
5852,Minnesota,Office Supplies,Binders,74.76,3,34.3896
5853,Minnesota,Furniture,Furnishings,29.22,3,12.8568
5854,Virginia,Office Supplies,Binders,9.64,2,4.7236
5855,Texas,Office Supplies,Storage,33.488,7,-1.2558
5856,Texas,Office Supplies,Supplies,23.04,3,-4.896
5857,Texas,Office Supplies,Binders,1.362,1,-2.1792
5858,Texas,Furniture,Furnishings,14.76,5,-11.439
5859,California,Furniture,Bookcases,239.666,2,14.098
5860,Arkansas,Furniture,Tables,301.96,2,45.294
5861,Pennsylvania,Office Supplies,Paper,7.968,2,2.8884
5862,Arkansas,Office Supplies,Paper,109.92,2,53.8608
5863,Arkansas,Office Supplies,Paper,19.44,3,9.3312
5864,Arkansas,Office Supplies,Art,11.16,2,4.3524
5865,Connecticut,Office Supplies,Appliances,79.47,3,22.2516
5866,Connecticut,Office Supplies,Art,4.56,2,2.0064
5867,Connecticut,Furniture,Chairs,1133.35,5,294.671
5868,Pennsylvania,Office Supplies,Art,4.672,1,0.584
5869,Pennsylvania,Office Supplies,Binders,104.58,6,-80.178
5870,Wyoming,Furniture,Chairs,1603.136,4,100.196
5871,California,Furniture,Tables,1293.488,7,80.843
5872,Indiana,Furniture,Furnishings,127.95,3,21.7515
5873,Georgia,Office Supplies,Storage,59.76,1,16.7328
5874,Arkansas,Office Supplies,Binders,108.08,7,54.04
5875,Arkansas,Office Supplies,Binders,9.54,3,4.3884
5876,Pennsylvania,Office Supplies,Art,11.736,3,1.0269
5877,Massachusetts,Office Supplies,Binders,447.86,7,219.4514
5878,Massachusetts,Office Supplies,Paper,17.94,3,8.7906
5879,Massachusetts,Office Supplies,Appliances,245.88,6,68.8464
5880,New York,Office Supplies,Paper,192.16,4,92.2368
5881,California,Furniture,Chairs,801.568,2,50.098
5882,California,Office Supplies,Paper,368.91,9,180.7659
5883,California,Furniture,Chairs,885.528,9,-99.6219
5884,California,Furniture,Furnishings,28.28,2,7.3528
5885,California,Office Supplies,Supplies,4912.59,3,196.5036
5886,California,Office Supplies,Binders,14.352,3,5.0232
5887,California,Technology,Accessories,179.97,3,86.3856
5888,Rhode Island,Office Supplies,Storage,42.76,1,11.1176
5889,Kentucky,Office Supplies,Paper,45.68,2,21.0128
5890,Maryland,Office Supplies,Binders,25.06,2,11.7782
5891,Illinois,Office Supplies,Paper,38.432,1,13.4512
5892,Illinois,Office Supplies,Storage,21.568,2,1.6176
5893,Illinois,Technology,Accessories,81.576,3,2.0394
5894,Georgia,Office Supplies,Binders,2.78,1,1.3622
5895,California,Office Supplies,Storage,99.87,3,23.9688
5896,California,Office Supplies,Labels,44.4,3,22.2
5897,California,Office Supplies,Paper,21.4,5,9.63
5898,Indiana,Furniture,Furnishings,71.12,4,22.0472
5899,Indiana,Technology,Phones,259.96,4,124.7808
5900,California,Office Supplies,Envelopes,9.78,1,4.89
5901,California,Office Supplies,Binders,24.192,9,7.56
5902,New Jersey,Furniture,Furnishings,31.56,3,10.4148
5903,California,Office Supplies,Paper,59.94,3,28.1718
5904,California,Office Supplies,Paper,45.36,4,22.2264
5905,California,Office Supplies,Paper,26.4,5,12.672
5906,California,Office Supplies,Labels,41.4,4,19.872
5907,California,Technology,Accessories,16.95,1,1.017
5908,California,Office Supplies,Binders,24.704,2,9.264
5909,California,Office Supplies,Appliances,59.7,3,26.865
5910,California,Furniture,Furnishings,14.52,3,5.6628
5911,California,Office Supplies,Binders,104.184,3,33.8598
5912,Washington,Office Supplies,Storage,46.53,3,13.0284
5913,Kentucky,Office Supplies,Supplies,25.5,3,6.63
5914,New York,Office Supplies,Storage,14.9,5,1.043
5915,New York,Office Supplies,Labels,87.71,7,41.2237
5916,New York,Furniture,Chairs,199.764,2,8.8784
5917,New York,Office Supplies,Storage,94.6,4,27.434
5918,New York,Furniture,Bookcases,4228.704,6,158.5764
5919,New York,Furniture,Bookcases,2003.92,5,-25.049
5920,New York,Technology,Phones,209.97,3,58.7916
5921,New York,Technology,Accessories,659.9,2,217.767
5922,New York,Office Supplies,Paper,110.96,2,53.2608
5923,New York,Technology,Phones,67.8,4,1.356
5924,New York,Furniture,Tables,313.176,2,-120.0508
5925,Virginia,Office Supplies,Art,22.96,7,6.6584
5926,Washington,Technology,Accessories,1099.5,10,362.835
5927,Alabama,Furniture,Tables,1215.92,8,316.1392
5928,Arkansas,Office Supplies,Labels,7.31,1,3.4357
5929,Arkansas,Furniture,Furnishings,8.92,4,3.9248
5930,Pennsylvania,Furniture,Bookcases,87.21,3,-45.3492
5931,Pennsylvania,Office Supplies,Paper,15.552,3,5.4432
5932,Pennsylvania,Technology,Phones,683.988,2,-113.998
5933,Pennsylvania,Office Supplies,Storage,13.392,3,1.0044
5934,Pennsylvania,Technology,Accessories,16.776,3,4.8231
5935,Pennsylvania,Technology,Accessories,527.92,2,85.787
5936,Washington,Furniture,Furnishings,25.4,5,8.636
5937,Washington,Technology,Phones,177.48,3,19.9665
5938,Washington,Technology,Phones,71.976,3,8.997
5939,Texas,Technology,Phones,95.992,1,9.5992
5940,Texas,Office Supplies,Labels,13.216,4,4.2952
5941,California,Technology,Accessories,435.84,12,130.752
5942,California,Office Supplies,Art,5.88,2,1.5876
5943,California,Technology,Phones,211.168,4,18.4772
5944,California,Furniture,Furnishings,6.28,1,2.6376
5945,California,Technology,Accessories,95.1,5,30.432
5946,California,Office Supplies,Paper,25.92,4,12.4416
5947,California,Office Supplies,Storage,48.84,4,13.1868
5948,Iowa,Office Supplies,Binders,25.9,5,12.691
5949,Mississippi,Office Supplies,Envelopes,42.68,4,19.6328
5950,Mississippi,Technology,Accessories,299.97,3,125.9874
5951,Mississippi,Office Supplies,Appliances,262.24,2,78.672
5952,Mississippi,Office Supplies,Binders,234.36,6,112.4928
5953,Texas,Office Supplies,Paper,20.736,4,7.2576
5954,New York,Office Supplies,Art,10.5,5,2.94
5955,Pennsylvania,Furniture,Furnishings,23.968,2,7.7896
5956,Pennsylvania,Furniture,Bookcases,521.96,4,-250.5408
5957,California,Office Supplies,Storage,676.55,5,6.7655
5958,California,Office Supplies,Appliances,154.9,5,40.274
5959,California,Office Supplies,Envelopes,30.56,4,14.9744
5960,California,Furniture,Chairs,770.352,3,77.0352
5961,California,Furniture,Furnishings,21.12,4,6.5472
5962,California,Technology,Phones,575.928,9,57.5928
5963,California,Office Supplies,Appliances,7.78,2,2.0228
5964,California,Office Supplies,Paper,123.92,4,55.764
